OBJECTID,LATITUDE,LONGITUDE,NID_ID,DAM_NAME,OWNER_NAME,OWNER_TYPE,YEAR_CONST,FED_REG,FERC_REG,NERC_REG,NERC_SUBREG,STATE,COUNTY,RIVER,HUC_2,HUC_12,PRMR_PRPS,DAM_MATERIAL,DAM_HEIGHT,HYD_HEIGHT,STR_HEIGHT,MAX_HEIGHT,GATE,SPLLWY_CNTRL,DIST_SUBST,DIST_SUBST_STD,CAP_MW,CAP_MW_STD,CAP_FCTR,CAP_FCTR_STD,HUC12_POP,FSH_PSSG_PCT,FSH_PSSG_PCT_STD,SPECIES_CT,SPECIES_CT_STD,MEAN_ANN_Q,MAX_DLY_Q,MIN_DLY_Q,SCHL_CT_50MI,SCHL_CT_50MI_STD,MFG_CT_50MI,MFG_CT_50MI_STD,HSPT_CT_50MI,HSPT_CT_50MI_STD,NG_CT_50MI,NG_CT_50MI_STD,FSSL_CT_50MI,FSSL_CT_50MI_STD,CAP_50MI,CAP_50MI_STD,CAP_FSSL_RATIO,CAP_FSSL_RATIO_STD,HURR_RISK,FLD_RISK,TRND_RISK,VLCN_RISK,WLDFR_RISK,WNTWTHR_RISK,EQ_RISK,HAZ_TOTAL,HAZ_TOTAL_STD,HHAZ_DAM_CT,FEMA_HAZ,DAM_COND,EAP_PREP,COMP_SCORE,COMP_SCORE_STD,DSLPM,CANCER,RESP,PTRAF,OZONE,PM25,SUM_AQI,SUM_AQI_STD,ELEC_PRC,ELEC_PRC_STD,MAX_HOUR_LOAD,MAX_HOUR_LOAD_STD,HYD_REG_CT,HYD_REG_CT_STD,HYD_FIN_CT,HYD_FIN_CT_STD,CAP_CONSUMP,CAP_CONSUMP_STD,CAP_EXPENSE,CAP_EXPENSE_STD,SOC_VUL,PROT_LAND,IMP_STREAM,CRIT_HAB,GRID_SCORE,COMM_SCORE,INDUSTRY_SCORE,ENV_SCORE,H2_FEASIBILIY,H2_FEAS_STD,BATR_FEASIBILITY,BATR_FEAS_STD,PSH_DIST,PSH_FEASIBILITY,WHOLESALE_MARKET,FERC_DOCKET,PROJECT_NAME,PROJECT_TYPE,PROJECT_SUBCATEGORY,PROJECT_DEVELOPER,DEVELOPER_TYPE,LICENSE_STATUS,WHOLESALE_PRC,WHOLESALE_PRC_STD
248,46.80281479,-112.8105664,MT00017,NEVADA CREEK DAM,STATE WATER PROJECTS,STATE,1938,NO,LIKELY,WESTERN ELECTRICITY COORDINATING COUNCIL (WECC),NWPP,MONTANA,POWELL,NEVADA CREEK,17,1.70102E+11,IRRIGATION,EARTH,32.004,27,,32,YES,UNCONTROLLED,10.93051607,0.270106002,1.552092173,0.001070516,44.1638648,0.469498718,26.78786577,71.23,0.7123,2,0.181818182,1.552701,19.95838,0.3759789,59,0.013140312,27,0.003329634,7,0.031390135,0,0,1,0.006060606,203.1000061,0.006862878,0.764200948,0.007589082,1,2,1,1,3,1,2,11,0.142857143,0,LOW,SATISFACTORY,YES,91.11539459,0.92253287,0.011948368,0.092712763,0.187692186,0.003839715,0.508945766,0.252519805,1.057658601,0.353725905,9.130000114,0.139414805,50,0.223021583,5,0.357142857,6,0.4,395,0.310719132,4052,0.386768448,0.2545,NO,YES,YES,2.025233581,2.257833014,1.343207671,2.814329675,0.473898868,0.15316285,2.458204584,0.460195414,10.3985796,LOW,BONNEVILLE POWER ADMINISTRATION,,,,,,,,69.4,1
249,45.71759706,-114.2807179,MT00019,WEST FORK BITTERROOT (PAINTED ROCKS),STATE WATER PROJECTS,STATE,1940,NO,LIKELY,WESTERN ELECTRICITY COORDINATING COUNCIL (WECC),NWPP,MONTANA,RAVALLI,WEST FORK OF BITTERROOT,17,1.70102E+11,IRRIGATION,EARTH,43.5864,44,,44,YES,UNCONTROLLED,21.26615501,0.527360169,4.470351141,0.006965659,44.1638648,0.469498718,28.54168651,71.23,0.7123,2,0.181818182,8.776784,138.9608,1.186958,22,0.004899777,14,0.001726477,2,0.00896861,0,0,1,0.006060606,5,0.000168953,89.40702282,0.894064578,1,2,1,1,3,1,2,11,0.142857143,1,HIGH,POOR,YES,87.69742584,0.882759698,0.003828057,0.144443222,0.242108691,0.003555162,0.511262657,0.25852921,1.163726999,0.391079592,9.130000114,0.139414805,50,0.223021583,5,0.357142857,6,0.4,395,0.310719132,4052,0.386768448,0.186,NO,NO,YES,1.7722714,3.082500137,1.09024549,3.698385686,0.478190854,0.15524703,2.182820878,0.399221638,5.263715744,LOW,BONNEVILLE POWER ADMINISTRATION,,,,,,,,69.4,1
250,48.82823006,-113.5216055,MT00572,LAKE SHERBURNE,,FEDERAL,1920,YES,UNLIKELY,WESTERN ELECTRICITY COORDINATING COUNCIL (WECC),NWPP,MONTANA,GLACIER,SWIFTCURRENT CREEK,9,90400010203,IRRIGATION,EARTH,33.2232,29,33,33,YES,UNCONTROLLED,5.859595523,0.143890735,4.572765328,0.007172545,38.31611163,0.329352696,32.95038546,50,0.5,2,0.181818182,7.097566,74.2434,1.344926,25,0.005567929,14,0.001726477,2,0.00896861,22,0.289473684,0,0,0,0,100,1,1,2,2,1,3,1,2,12,0.214285714,1,HIGH,NOT AVAILABLE,UNKNOWN,93.48422241,0.95009772,0.011311025,0.092755181,0.061165425,0.001405586,0.457086045,0.381945688,1.005668951,0.335416917,9.130000114,0.139414805,50,0.223021583,5,0.357142857,6,0.4,395,0.310719132,4052,0.386768448,0.8583,NO,NO,YES,1.228101698,3.877169607,1.333775788,3.603696455,1.627725402,0.713458707,1.426351176,0.231728743,4.277516842,LOW,WEST (NON-ISO),,,,,,,,27.04541424,0
251,48.37270619,-106.9750435,MT00584,VANDALIA DIVERSION,RECLAMATION,FEDERAL,1916,NO,UNLIKELY,MIDWEST RELIABILITY ORGANIZATION (MRO),MRO US,MONTANA,VALLEY,MILK RIVER,10,1.005E+11,IRRIGATION,CONCRETE,9.7536,9,10,10,YES,CONTROLLED,5.052234603,0.123795512,16.77932508,0.031830886,38.31611163,0.329352696,244.4597693,18.18,0.1818,2,0.181818182,18.59239435,211.7059357,5.25851471,25,0.005567929,2,0.00024664,2,0.00896861,3,0.039473684,0,0,0,0,100,1,1,1,2,1,3,1,1,10,0.071428571,3,HIGH,NOT AVAILABLE,NOT REQUIRED,50.76758575,0.453025848,0.009813396,0.015600044,0.061165177,0.001536513,0.494243111,0.25018744,0.832545681,0.274448783,9.130000114,0.139414805,158,1,5,0.357142857,6,0.4,395,0.310719132,4052,0.386768448,0.1162,NO,NO,NO,2.697913139,2.93124433,1.377049515,2.727456449,1.069544609,0.442407231,2.577962617,0.486711505,124.5101547,LOW,SPP,,,,,,,,41.08,0.331359297
252,47.62105866,-112.7067445,MT00585,SUN RIVER DIVERSION,RECLAMATION,FEDERAL,1914,NO,UNLIKELY,WESTERN ELECTRICITY COORDINATING COUNCIL (WECC),NWPP,MONTANA,LEWIS AND CLARK,NORTH FORK SUN RIVER,10,1.00301E+11,IRRIGATION,CONCRETE,40.2336,35,40,40,YES,UNCONTROLLED,17.39202715,0.430933084,7.259839361,0.012600675,38.31611163,0.329352696,3.013519664,18.18,0.1818,2,0.181818182,18.30412196,137.6516876,4.90530828,42,0.00935412,3,0.000369959,1,0.004484305,0,0,0,0,0,0,100,1,1,2,1,1,2,1,2,10,0.071428571,1,HIGH,NOT AVAILABLE,NOT REQUIRED,51.19467545,0.457995674,0.006764211,0.092643297,0.061097309,0.000224601,0.474356294,0.274747864,0.909833575,0.301666953,9.130000114,0.139414805,50,0.223021583,5,0.357142857,6,0.4,395,0.310719132,4052,0.386768448,0.2981,YES,NO,NO,1.263330961,3.139664386,1.050805051,2.759644445,1.34232333,0.574868032,1.138896134,0.168082205,2.822664738,MEDIUM,WEST (NON-ISO),,,,,,,,27.04541424,0
253,47.50228946,-114.2272667,MT00593,CROW,BIA,FEDERAL,1933,YES,UNLIKELY,WESTERN ELECTRICITY COORDINATING COUNCIL (WECC),NWPP,MONTANA,LAKE,CROW CREEK,17,1.70102E+11,IRRIGATION,EARTH,,,30,30,YES,CONTROLLED,2.219697294,0.053293628,2.231108952,0.00244219,44.1638648,0.469498718,231.4831249,71.23,0.7123,2,0.181818182,3.336587,20.08627,1.217525,96,0.021380846,88,0.01085214,8,0.035874439,0,0,0,0,0,0,100,1,1,2,2,1,3,1,2,12,0.214285714,1,HIGH,NOT AVAILABLE,YES,88.40714264,0.891018313,0.015506203,0.09271254,0.117826093,0.004964876,0.439606313,0.504161242,1.174777267,0.394971121,9.130000114,0.139414805,50,0.223021583,5,0.357142857,6,0.4,395,0.310719132,4052,0.386768448,0.6468,NO,NO,NO,2.250940135,3.767942557,1.568914225,3.816471252,0.482793048,0.157481846,2.688395442,0.511162866,14.58730125,LOW,BONNEVILLE POWER ADMINISTRATION,,,,,,,,69.4,1
254,47.92845486,-114.7325987,MT00599,HUBBART,,FEDERAL,1923,NO,UNLIKELY,WESTERN ELECTRICITY COORDINATING COUNCIL (WECC),NWPP,MONTANA,FLATHEAD,LITTLE BITTERROOT RIVER,17,1.70102E+11,IRRIGATION,CONCRETE,,,40,40,YES,CONTROLLED,13.2930741,0.328910098,1.791108456,0.00155335,44.1638648,0.469498718,8.065597513,71.23,0.7123,2,0.181818182,2.35348,14.15478,0.8858295,82,0.018262806,65,0.008015785,7,0.031390135,0,0,0,0,0,0,100,1,1,2,2,2,3,1,2,13,0.285714286,1,LOW,NOT AVAILABLE,UNKNOWN,94.08494568,0.957088033,0.014758564,0.097592718,0.120586992,0.006709994,0.451087595,0.526642176,1.217378039,0.409973665,9.130000114,0.139414805,50,0.223021583,5,0.357142857,6,0.4,395,0.310719132,4052,0.386768448,0.0924,NO,NO,NO,1.97159847,3.292371329,1.28957256,3.897543516,0.479067853,0.155672899,2.404569473,0.448319856,3.494739771,LOW,BONNEVILLE POWER ADMINISTRATION,,,,,,,,69.4,1
255,44.82983093,-111.4230997,MT00882,EARTHQUAKE LAKE,,FEDERAL,1959,NO,UNLIKELY,WESTERN ELECTRICITY COORDINATING COUNCIL (WECC),NWPP,MONTANA,MADISON,MADISON RIVER,10,1.002E+11,OTHER,ROCKFILL,60.96,61,,61,YES,INVALID TYPE,11.81982721,0.292240966,8.121353293,0.01434101,38.31611163,0.329352696,9.045542465,18.18,0.1818,2,0.181818182,33.64312647,118.5713617,9.039582188,14,0.00311804,2,0.00024664,2,0.00896861,0,0,1,0.006060606,2,6.75813E-05,100,1,1,2,2,1,3,2,3,14,0.357142857,1,LOW,NOT AVAILABLE,UNKNOWN,63.91050339,0.605963326,0.003478813,0.015492994,0.061160721,0.000630218,0.604179613,0.128417171,0.81335953,0.267692072,9.130000114,0.139414805,50,0.223021583,5,0.357142857,6,0.4,395,0.310719132,4052,0.386768448,0.1726,NO,NO,NO,1.403640095,3.264152016,1.191114185,2.873637216,1.343940346,0.575653252,1.283689573,0.200141483,7.085850239,LOW,WEST (NON-ISO),,,,,,,,27.04541424,0
256,44.65650186,-112.3691153,MT00905,LIMA,BEAVERHEAD COUNTY RED ROCK RIVER WATER/SEWER DISTRICT,LOCAL GOVERNMENT,1934,NO,LIKELY,WESTERN ELECTRICITY COORDINATING COUNCIL (WECC),NWPP,MONTANA,BEAVERHEAD,RED ROCK RIVER,10,1.002E+11,IRRIGATION,EARTH,17.0688,16,,17,YES,INVALID TYPE,16.14270731,0.399837499,1.72521208,0.001420233,38.31611163,0.329352696,0.515942171,18.18,0.1818,2,0.181818182,6.055027731,42.42086784,2.409722483,11,0.002449889,3,0.000369959,1,0.004484305,0,0,0,0,0,0,100,1,1,2,2,3,3,2,3,16,0.5,1,LOW,SATISFACTORY,YES,91.07357788,0.92204627,0.002810888,0.015458808,0.061119084,0.002176284,0.601725091,0.151776176,0.835066331,0.27533647,9.130000114,0.139414805,50,0.223021583,5,0.357142857,6,0.4,395,0.310719132,4052,0.386768448,0.2516,NO,YES,NO,1.283246103,3.488501101,1.070720193,3.197364558,1.331142888,0.569438832,1.158811276,0.172491694,2.24668026,MEDIUM,WEST (NON-ISO),,,,,,,,27.04541424,0
257,46.1707,-112.7735,MT01402,WARM SPRINGS TAILING DAM #2,,PRIVATE,1919,NO,LIKELY,WESTERN ELECTRICITY COORDINATING COUNCIL (WECC),NWPP,MONTANA,DEER LODGE,SILVER BOW CREEK,17,1.70102E+11,OTHER,EARTH,6.4008,5,,6,YES,INVALID TYPE,3.819454541,0.093111603,1.080210216,0.000117272,44.1638648,0.469498718,510.5914394,71.23,0.7123,2,0.181818182,,,,63,0.01403118,32,0.003946233,9,0.040358744,1,0.013157895,2,0.012121212,258,0.008717983,0.41868613,0.004133749,1,2,2,1,2,1,2,11,0.142857143,4,LOW,NOT AVAILABLE,UNKNOWN,69.9,0.68,0.002978604,0.0925717,0.108033976,0.002855638,0.559933622,0.199629331,0.966002871,0.321447871,9.130000114,0.139414805,50,0.223021583,5,0.357142857,6,0.4,395,0.310719132,4052,0.386768448,0.4717,NO,NO,NO,1.201891335,2.449159124,1.519865425,2.536063438,1.486720118,0.644986823,1.643830947,0.279881784,1.074456573,MEDIUM,WEST (NON-ISO),,,,,,,,27.04541424,0
258,45.13,-112.7406,MT82919,BARRETTS DIVERSION,,FEDERAL,1962,NO,UNLIKELY,WESTERN ELECTRICITY COORDINATING COUNCIL (WECC),NWPP,MONTANA,BEAVERHEAD,BEAVERHEAD RIVER,10,1.002E+11,IRRIGATION,CONCRETE-EARTH,3.3528,3,3,3,YES,CONTROLLED,2.890253567,0.069983781,1.240145393,0.000440355,38.31611163,0.329352696,5.068308495,18.18,0.1818,1,0.090909091,16.0240819,86.8996371,6.813646419,23,0.005122494,5,0.000616599,2,0.00896861,0,0,0,0,0,0,100,1,1,2,2,3,3,2,3,16,0.5,1,LOW,NOT AVAILABLE,UNKNOWN,37.3957634,0.297424722,0.002810888,0.015458808,0.061119084,0.002176284,0.601725091,0.151776176,0.835066331,0.27533647,9.130000114,0.139414805,50,0.223021583,5,0.357142857,6,0.4,395,0.310719132,4052,0.386768448,0.2516,NO,NO,NO,1.612366584,3.495658011,1.399840674,2.663652101,1.33040965,0.569082773,1.492416062,0.246356426,0.884797096,HIGH,WEST (NON-ISO),,,,,,,,27.04541424,0
259,48.8521,-113.4159,MT82932,SAINT MARYS DIVERSION,,FEDERAL,1920,YES,UNLIKELY,WESTERN ELECTRICITY COORDINATING COUNCIL (WECC),NWPP,MONTANA,GLACIER,SAINT MARY RIVER,9,90400010304,IRRIGATION,CONCRETE-EARTH,8.8392,5,9,9,YES,UNCONTROLLED,1.118276378,0.025879249,3.053605495,0.004103707,38.31611163,0.329352696,303.3693865,50,0.5,2,0.181818182,20.55055,221.3204,0.8020216,18,0.004008909,10,0.001233198,1,0.004484305,24,0.315789474,0,0,0,0,100,1,1,2,2,1,3,1,2,12,0.214285714,1,LOW,NOT AVAILABLE,UNKNOWN,49.19829178,0.434764768,0.011311025,0.092755181,0.061165425,0.001405586,0.457086045,0.381945688,1.005668951,0.335416917,9.130000114,0.139414805,50,0.223021583,5,0.357142857,6,0.4,395,0.310719132,4052,0.386768448,0.8583,NO,NO,YES,1.342551067,3.871126282,1.448225157,3.088363503,1.650479075,0.724507845,1.53631624,0.256076535,5.02418232,LOW,WEST (NON-ISO),,,,,,,,27.04541424,0
260,34.40473468,-78.29330392,NC00182,LOCK AND DAM #1,USACE - WILMINGTON DISTRICT,FEDERAL,1915,NO,UNLIKELY,SERC RELIABILITY CORPORATION (SERC),VACAR,NORTH CAROLINA,BLADEN,CAPE FEAR RIVER,3,30300050405,NAVIGATION,TIMBER CRIB-ROCKFILL-CONCRETE,,7,7,7,NO,NO SPILLWAY,1.741815414,0.041399143,16.5707735,0.031409593,26.66105829,0.05003014,388.6842077,26.67,0.2667,9,0.818181818,133.7282,1574.986,8.22375,202,0.044988864,262,0.032309779,17,0.076233184,0,0,5,0.03030303,1097.400024,0.037081842,1.51000302,0.0150475,4,2,2,1,1,2,1,13,0.285714286,3,HIGH,NOT AVAILABLE,YES,51.02530289,0.456024772,0.049571949,0.152900146,0.108118243,0.002576603,0.424474406,0.271303918,1.008945267,0.336570724,9.430000305,0.16523238,143,0.892086331,7,0.5,1,0.066666667,236,0.094979647,2748,0.08512607,0.9446,NO,NO,YES,2.05861354,2.449926942,1.237582749,1.256161178,0.847852319,0.334753898,2.306567077,0.426620765,197.1802063,LOW,SOUTHEAST (NON-ISO),,,,,,,,38.3073797,0.265897193
261,35.27651808,-81.45701532,NC00204,MOSS LAKE DAM,CITY OF KINGS MOUNTAIN,LOCAL GOVERNMENT,1973,NO,LIKELY,SERC RELIABILITY CORPORATION (SERC),VACAR,NORTH CAROLINA,CLEVELAND,BUFFALO CREEK,3,30501050802,WATER SUPPLY,EARTH,,26,30,30,YES,INVALID TYPE,2.09573771,0.050208272,2.684493998,0.003358069,26.66105829,0.05003014,7056.981478,26.67,0.2667,2,0.181818182,1.944777,34.79527,0.3783605,787,0.175278396,2157,0.26600074,45,0.201793722,4,0.052631579,36,0.218181818,9803.099609,0.331252943,0.027384135,0.000220521,3,2,2,1,1,2,1,12,0.214285714,4,HIGH,FAIR,YES,76.14380646,0.748316079,0.091918994,0.16982271,0.139431967,0.015042544,0.503477654,0.440797082,1.360490952,0.460373171,9.430000305,0.16523238,143,0.892086331,7,0.5,1,0.066666667,236,0.094979647,2748,0.08512607,0.835,NO,NO,NO,2.255443848,2.633723908,1.434413057,2.293791589,1.106123335,0.460169787,2.628957923,0.498002574,21.09972763,LOW,SOUTHEAST (NON-ISO),,,,,,,,38.3073797,0.265897193
262,34.83539581,-78.82302352,NC00206,WILLIAM O. HUSKE LOCK & DAM,USACE - WILMINGTON DISTRICT,FEDERAL,1935,NO,UNLIKELY,SERC RELIABILITY CORPORATION (SERC),VACAR,NORTH CAROLINA,BLADEN,CAPE FEAR RIVER,3,30300050102,NAVIGATION,CONCRETE,,7,7,7,NO,NO SPILLWAY,0.867646129,0.01964106,12.44594227,0.023077066,26.66105829,0.05003014,7911.629965,26.67,0.2667,9,0.818181818,127.5507,1280.374,11.31852,334,0.074387528,364,0.044888396,17,0.076233184,0,0,4,0.024242424,497.2999878,0.016804081,2.502703112,0.024975031,4,2,2,1,1,2,1,13,0.285714286,7,HIGH,NOT AVAILABLE,YES,48.39663696,0.425436317,0.049571949,0.152900146,0.108118243,0.002576603,0.424474406,0.271303918,1.008945267,0.336570724,9.430000305,0.16523238,143,0.892086331,7,0.5,1,0.066666667,236,0.094979647,2748,0.08512607,0.9446,NO,NO,NO,2.084617713,2.489253137,1.263586922,1.235500254,0.852098409,0.336815791,2.33257125,0.43237845,155.395401,LOW,SOUTHEAST (NON-ISO),,,,,,,,38.3073797,0.265897193
263,36.51248808,-79.04730405,NC00656,LAKE HYCO DAM,,PUBLIC UTILITY,1963,NO,LIKELY,SERC RELIABILITY CORPORATION (SERC),VACAR,NORTH CAROLINA,PERSON,HYCO RIVER,3,30101040601,RECREATION,EARTH,,18,21,21,YES,INVALID TYPE,2.183191659,0.052385002,2.682168562,0.003353371,26.66105829,0.05003014,569.0891613,26.67,0.2667,2,0.181818182,5.185854,154.86,0.05319274,407,0.09064588,741,0.091379948,20,0.089686099,2,0.026315789,10,0.060606061,5883.200195,0.19879706,0.045590299,0.000402592,3,1,2,1,1,2,1,11,0.142857143,2,MODERATE,NOT AVAILABLE,UNKNOWN,81.37076569,0.809139557,0.066655684,0.169915594,0.109231493,0.00304121,0.486337819,0.43276737,1.267949171,0.4277831,9.430000305,0.16523238,143,0.892086331,7,0.5,1,0.066666667,236,0.094979647,2748,0.08512607,0.7732,NO,NO,NO,2.490937486,2.271347198,1.257610837,2.322207067,0.492886197,0.162383059,2.752343938,0.525321951,65.6891861,LOW,PJM,,,,,,,,55.77,0.678193051
264,36.52223074,-78.99742665,NC00666,ROXBORO AFTERBAY DAM,DUKE ENERGY,PUBLIC UTILITY,1974,NO,LIKELY,SERC RELIABILITY CORPORATION (SERC),VACAR,NORTH CAROLINA,PERSON,HYCO RIVER,3,30101040601,OTHER,CONCRETE-EARTH,,12,17,17,YES,INVALID TYPE,4.147791563,0.101283915,1.843467318,0.00165912,26.66105829,0.05003014,569.0891613,26.67,0.2667,2,0.181818182,5.339997,169.0442,0.05635736,390,0.086859688,702,0.086570477,21,0.094170404,2,0.026315789,10,0.060606061,5883.200195,0.19879706,0.031334431,0.000260026,3,1,2,1,1,2,1,11,0.142857143,2,HIGH,SATISFACTORY,YES,40.56869507,0.334346521,0.066655684,0.169915594,0.109231493,0.00304121,0.486337819,0.43276737,1.267949171,0.4277831,9.430000305,0.16523238,143,0.892086331,7,0.5,1,0.066666667,236,0.094979647,2748,0.08512607,0.7732,NO,NO,NO,2.435534851,2.271902745,1.202208202,1.847271465,0.486382475,0.159224865,2.701425608,0.514047926,67.91714478,LOW,PJM,,,,,,,,55.77,0.678193051
265,35.74355941,-79.70321219,NC00707,RANDOLPH MILL LAKE DAM,"L & S WATER POWER, INC.",PRIVATE,1880,NO,LIKELY,SERC RELIABILITY CORPORATION (SERC),VACAR,NORTH CAROLINA,RANDOLPH,DEEP RIVER,3,30300030110,RECREATION,CONCRETE,,5,5,5,YES,INVALID TYPE,3.025971077,0.073361791,1.052125259,0.000060538,26.66105829,0.05003014,21617.74152,26.67,0.2667,1,0.090909091,9.204677,162.7113,0.1324012,659,0.146770601,1625,0.200394623,36,0.161434978,2,0.026315789,15,0.090909091,4228.799805,0.142893823,0.024879997,0.000195478,3,2,2,1,1,2,1,12,0.214285714,9,LOW,SATISFACTORY,NO,63.25805664,0.598371133,0.079278455,0.173819376,0.143898797,0.011359272,0.505493691,0.443062297,1.356911889,0.459112747,9.430000305,0.16523238,143,0.892086331,7,0.5,1,0.066666667,236,0.094979647,2748,0.08512607,0.6965,NO,YES,NO,2.163386681,2.425071902,1.34235589,2.233470267,1.010903897,0.413931418,2.496542012,0.468683853,78.51902008,LOW,SOUTHEAST (NON-ISO),,,,,,,,38.3073797,0.265897193
266,35.53877654,-78.99105705,NC00752,BUCKHORN LAKE DAM,DUKE ENERGY CORPORATION,PUBLIC UTILITY,1915,NO,LIKELY,SERC RELIABILITY CORPORATION (SERC),VACAR,NORTH CAROLINA,CHATHAM,CAPE FEAR RIVER,3,30300040104,RECREATION,CONCRETE-EARTH,,3,8,8,YES,INVALID TYPE,4.534011921,0.110896944,8.695621267,0.015501082,26.66105829,0.05003014,1072.632554,26.67,0.2667,4,0.363636364,81.88743,2335.666,2.38937,692,0.154120267,1085,0.133801948,30,0.134529148,0,0,5,0.03030303,354.2000122,0.011968643,2.455003096,0.024498005,4,2,3,1,1,2,1,14,0.357142857,1,HIGH,SATISFACTORY,NO,49.73651505,0.4410278,0.07656734,0.169848706,0.156549248,0.016095005,0.480200625,0.421508342,1.320769267,0.446384544,9.430000305,0.16523238,143,0.892086331,7,0.5,1,0.066666667,236,0.094979647,2748,0.08512607,0.8481,NO,NO,NO,2.074699397,2.711547205,1.253668606,1.814973985,0.933435977,0.376313151,2.380948898,0.443089933,112.2216034,LOW,SOUTHEAST (NON-ISO),,,,,,,,38.3073797,0.265897193
267,35.89888641,-77.88479346,NC00913,TAR RIVER RESERVOIR DAM,CITY OF ROCKY MOUNT,LOCAL GOVERNMENT,1971,NO,LIKELY,SERC RELIABILITY CORPORATION (SERC),VACAR,NORTH CAROLINA,NASH,TAR RIVER,3,30201010606,RECREATION,CONCRETE-EARTH,,6,11,11,YES,INVALID TYPE,3.952311313,0.09641841,4.037624817,0.006091514,26.66105829,0.05003014,3271.869955,26.67,0.2667,3,0.272727273,21.54686,577.9684,0.1281825,467,0.104008909,702,0.086570477,20,0.089686099,1,0.013157895,9,0.054545455,2267.699951,0.076627017,0.178049341,0.001727253,4,1,2,1,1,2,1,12,0.214285714,2,MODERATE,SATISFACTORY,YES,61.85779953,0.58207705,0.079309141,0.114480365,0.108145344,0.016288844,0.463524581,0.386732071,1.168480347,0.392753559,9.430000305,0.16523238,143,0.892086331,7,0.5,1,0.066666667,236,0.094979647,2748,0.08512607,0.8287,NO,NO,YES,2.032536892,2.377933918,1.211506101,1.970530589,0.889952833,0.355197824,2.293943344,0.423825695,140.9435577,LOW,SOUTHEAST (NON-ISO),,,,,,,,38.3073797,0.265897193
268,35.381,-78.085,NC00944,H.F. LEE POWER STATION COOLING LAKE DAM,DUKE ENERGY,PUBLIC UTILITY,1955,NO,LIKELY,SERC RELIABILITY CORPORATION (SERC),VACAR,NORTH CAROLINA,WAYNE,NEUSE RIV OFF STREAM,3,30202011705,OTHER,EARTH,,4,5,5,YES,INVALID TYPE,0.229975291,0.003769425,7.322333513,0.012726918,26.66105829,0.05003014,18237.71435,26.67,0.2667,5,0.454545455,59.75732,752.9688,3.896776,513,0.114253898,721,0.088913553,21,0.094170404,0,0,10,0.060606061,2393.5,0.080877881,0.305925779,0.003006086,4,2,3,1,1,2,1,14,0.357142857,5,LOW,FAIR,YES,69.9,0.68,0.068284241,0.108012214,0.109901756,0.013480976,0.468251726,0.356528269,1.124459181,0.3772508,9.430000305,0.16523238,143,0.892086331,7,0.5,1,0.066666667,236,0.094979647,2748,0.08512607,0.9503,NO,NO,YES,2.134164357,2.642896429,1.313133566,1.872411431,0.885773418,0.353168308,2.400055114,0.447320314,155.5348663,LOW,SOUTHEAST (NON-ISO),,,,,,,,38.3073797,0.265897193
269,34.808,-78.651,NC01173,HORSESHOE LAKE DAM,NC WILDLIFE RESOURCES COMMISSION,STATE,1962,NO,LIKELY,SERC RELIABILITY CORPORATION (SERC),VACAR,NORTH CAROLINA,BLADEN,ELLIS CREEK,3,30300050201,RECREATION,EARTH,,2,3,3,YES,INVALID TYPE,2.312349609,0.055599745,5.705585907,0.009460944,26.66105829,0.05003014,648.0481137,26.67,0.2667,9,0.818181818,,,,308,0.068596882,341,0.042052041,16,0.071748879,0,0,4,0.024242424,497.2999878,0.016804081,1.147312698,0.011420403,4,2,2,1,1,2,1,13,0.285714286,2,HIGH,SATISFACTORY,NO,69.9,0.68,0.049571949,0.152900146,0.108118243,0.002576603,0.424474406,0.271303918,1.008945267,0.336570724,9.430000305,0.16523238,143,0.892086331,7,0.5,1,0.066666667,236,0.094979647,2748,0.08512607,0.9446,NO,NO,NO,2.032206551,2.465423558,1.21117576,1.476509309,0.835645932,0.328826501,2.275675783,0.419781003,164.1391144,LOW,SOUTHEAST (NON-ISO),,,,,,,,38.3073797,0.265897193
270,36.03954914,-79.50387105,NC04954,LAKE MACKINTOSH DAM,CITY OF BURLINGTON WATER RESOURCES DEPARTMENT,LOCAL GOVERNMENT,1992,NO,LIKELY,SERC RELIABILITY CORPORATION (SERC),VACAR,NORTH CAROLINA,ALAMANCE,GREAT ALAMANCE CREEK,3,30300020310,RECREATION,CONCRETE,,19,21,21,YES,INVALID TYPE,2.421660765,0.058320501,1.849761325,0.001671834,26.66105829,0.05003014,16109.58454,26.67,0.2667,2,0.181818182,2.856984,131.8995,0.001710271,704,0.156792873,1663,0.205080774,38,0.170403587,2,0.026315789,20,0.121212121,7568,0.255727512,0.024441878,0.000191096,3,3,2,1,1,2,1,13,0.285714286,4,HIGH,SATISFACTORY,YES,69.83269501,0.674876871,0.089885759,0.17224529,0.123242916,0.030839354,0.502795303,0.438729783,1.357738406,0.459403818,9.430000305,0.16523238,143,0.892086331,7,0.5,1,0.066666667,236,0.094979647,2748,0.08512607,0.7838,NO,YES,NO,2.184725418,2.603078044,1.363694627,2.219353603,1.017201344,0.416989446,2.526849358,0.47539432,67.25875092,LOW,SOUTHEAST (NON-ISO),,,,,,,,38.3073797,0.265897193
